category_list,funding_total_usd,status,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,fail,operating,success
Government Innovation|Mobile|Open Source|PaaS,1100000.0,operating,USA,Albuquerque,1,2015-08-06,2015-08-06,2009,operating,0,1,0
Software,18000000.0,operating,USA,San Francisco,1,1999-11-22,1999-11-22,2012,operating,0,1,0
Advertising|Android|iPhone|Media|Mobile|Web Development|Windows Phone 7,351681.0,closed,RUS,Moscow,2,2013-08-13,2013-08-13,2009,fail,1,0,0
Electronic Health Records|Health Care Information Technology|Hospitals,100000.0,operating,USA,Columbus,1,2013-06-01,2013-06-01,2012,operating,0,1,0
News,10000000.0,operating,USA,Los Angeles,1,2011-09-26,2011-09-26,2007,operating,0,1,0
Curated Web,140000.0,acquired,USA,Bellevue,1,2011-10-01,2011-10-01,2011,success,0,0,1
Software,500000.0,operating,USA,Lincoln,1,2011-12-08,2011-12-08,2008,operating,0,1,0
Curated Web,,operating,USA,Washington,1,2008-04-01,2008-04-01,2012,operating,0,1,0
Career Management|Human Resources|Recruiting|Software|Technology|Training,,operating,AUS,Melbourne,1,2012-11-20,2012-11-20,1997,operating,0,1,0
Games|iOS|iPad|iPhone|Kids|Toys,,operating,SWE,Stockholm,1,2010-09-01,2010-09-01,2010,operating,0,1,0
Advertising|Media,6000.0,operating,USA,Elk Grove,1,2014-09-13,2014-09-13,2013,operating,0,1,0
Outdoors|Travel,25000.0,closed,USA,Santa Fe,1,2014-02-06,2014-02-06,2012,fail,1,0,0
Biotechnology,2894000.0,operating,USA,Pittsburgh,6,2007-11-08,2015-02-24,2002,operating,0,1,0
Medical,,operating,CAN,Victoria,1,2013-10-07,2013-10-07,2012,operating,0,1,0
Oil,,operating,USA,Las Vegas,1,2014-10-30,2014-10-30,2013,operating,0,1,0
Education|Universities,3900000.0,operating,USA,East Lansing,1,2014-05-05,2014-05-05,1855,operating,0,1,0
Entertainment|Internet TV|Video,13500000.0,operating,USA,Los Angeles,2,2014-10-13,2014-11-20,2013,operating,0,1,0
Cloud Computing|File Sharing|Flash Storage|SaaS|Storage|Web Hosting,558950000.0,ipo,USA,Los Altos,11,2005-09-01,2014-07-01,2005,success,0,0,1
Hardware + Software,216973367.0,operating,USA,Boca Raton,7,2007-11-14,2015-01-21,2002,operating,0,1,0
Billing|Cloud Computing|Distribution|Enterprise Software|SaaS,5049575.0,operating,JPN,Tokyo,2,2008-06-27,2009-12-07,2006,operating,0,1,0
Printing|Small and Medium Businesses,15000.0,operating,USA,San Francisco,1,2006-03-08,2006-03-08,2014,operating,0,1,0
Clean Technology,2300000.0,operating,USA,Seattle,1,2008-05-21,2008-05-21,2007,operating,0,1,0
Advertising|Augmented Reality|K-12 Education|Mobile,50000.0,operating,BRA,Nossa Senhora Das Graças,2,2013-12-03,2015-08-13,2013,operating,0,1,0
Real Estate,20000000.0,operating,USA,Short Hills,1,2009-08-31,2009-08-31,2005,operating,0,1,0
Medical,,operating,USA,Fresno,1,2012-04-04,2012-04-04,2010,operating,0,1,0
Advertising,,operating,CHN,Shenzhen,1,2010-10-01,2010-10-01,2007,operating,0,1,0
Internet|Knowledge Management|Medical,12000000.0,operating,USA,Boston,1,2015-03-31,2015-03-31,1993,operating,0,1,0
Games,3000000.0,acquired,USA,Long Beach,1,2010-06-01,2010-06-01,2010,success,0,0,1
Content Discovery|Curated Web|Internet Marketing|Social Media,11000000.0,operating,USA,San Francisco,2,2009-06-04,2013-07-30,2010,operating,0,1,0
Sports,11000.0,operating,USA,Orange,1,2014-03-06,2014-03-06,2014,operating,0,1,0
Games|Sensors,5000000.0,operating,USA,Stamford,1,2013-07-01,2013-07-01,2011,operating,0,1,0
E-Commerce,,operating,DEU,Hamburg,1,2012-01-01,2012-01-01,2010,operating,0,1,0
Advanced Materials|Nanotechnology|Technology,210000.0,operating,USA,San Francisco,1,2008-05-14,2008-05-14,2012,operating,0,1,0
Security,1000000.0,acquired,USA,Palo Alto,1,2013-02-13,2013-02-13,2012,success,0,0,1
CRM|Software,9666667.0,operating,USA,Woburn,2,2010-01-27,2010-11-15,2004,operating,0,1,0
Games|Internet,332000.0,operating,USA,Seattle,2,2012-02-21,2015-08-26,2009,operating,0,1,0
Electrical Distribution|Industrial|Innovation Engineering,9078877.0,operating,BRA,Porto Alegre,2,1999-01-01,2006-06-27,1996,operating,0,1,0
Consumer Goods|Customer Service|Service Industries,85000000.0,operating,CHN,Beijing,1,2015-07-31,2015-07-31,2010,operating,0,1,0
3D|Medical|Physicians,1880000.0,operating,USA,New Haven,4,2013-04-02,2015-07-23,2012,operating,0,1,0
Furniture,50000.0,operating,USA,San Diego,1,2015-07-27,2015-07-27,2013,operating,0,1,0
B2B|E-Commerce|Fashion|Mobile Commerce,500000.0,operating,ISR,Tel Aviv,1,2012-12-01,2012-12-01,2013,operating,0,1,0
Financial Services,3050000.0,operating,USA,Austin,1,2015-09-11,2015-09-11,2009,operating,0,1,0
Browser Extensions|Search,21189.0,closed,AUT,Vienna,2,2011-09-05,2012-05-03,2011,fail,1,0,0
Consumer Goods|Eyewear|Online Shopping,35900000.0,operating,IND,New Delhi,3,2011-10-01,2015-01-02,2010,operating,0,1,0
Apps|iOS|iPad|iPhone|Mobile|SaaS,,acquired,USA,New York,1,2012-12-05,2012-12-05,2012,success,0,0,1
Design|Photography|Real Time|Technology|Video,,operating,USA,San Francisco,1,2015-03-17,2015-03-17,2001,operating,0,1,0
Colleges|Curated Web|Education|High Schools,715000.0,operating,USA,Mercer Island,1,2011-09-01,2011-09-01,2011,operating,0,1,0
Sports,110000.0,operating,USA,Colorado Springs,1,2012-04-10,2012-04-10,2011,operating,0,1,0
Apps|Software,1400000.0,operating,USA,Cupertino,1,2015-03-14,2015-03-14,2014,operating,0,1,0
Software,49300000.0,operating,USA,Seattle,3,2003-05-22,2007-08-03,2003,operating,0,1,0
Apps,20000.0,operating,USA,Cincinnati,1,2014-07-18,2014-07-18,2014,operating,0,1,0
Disruptive Models|Internet Radio Market|Messaging,715000.0,operating,USA,Santa Monica,1,2012-11-11,2012-11-11,2014,operating,0,1,0
Mobile,100000.0,operating,USA,San Francisco,1,2013-04-08,2013-04-08,2012,operating,0,1,0
Digital Media|Energy Efficiency|Outdoor Advertising,110000.0,operating,USA,Addison,1,2013-12-31,2013-12-31,2013,operating,0,1,0
B2B|E-Commerce|Marketplaces|Software,250000.0,operating,PER,Lima,1,2012-11-01,2012-11-01,2012,operating,0,1,0
Hardware|Internet of Things,341965.120416601,operating,GBR,London,3,2012-08-31,2015-11-10,2010,operating,0,1,0
Software,8100000.0,operating,USA,San Jose,2,2006-12-20,2010-08-27,2001,operating,0,1,0
Fitness|Hardware|Health and Wellness|Personal Health|Wearables,66000000.0,ipo,USA,San Francisco,4,2008-10-10,2013-08-13,2007,success,0,0,1
Analytics,3400000.0,operating,USA,Cambridge,1,2015-08-03,2015-08-03,2012,operating,0,1,0
Networking|Web Hosting,2796478.0,operating,CHN,Beijing,1,2011-08-01,2011-08-01,2011,operating,0,1,0
Sports,,operating,ARE,Dubai,1,2010-05-25,2010-05-25,2007,operating,0,1,0
Biotechnology|Health Diagnostics,1620030.0,acquired,USA,Huntsville,2,2010-05-17,2012-01-04,2007,success,0,0,1
Coupons|Curated Web,200000.0,closed,RUS,Moscow,1,2012-03-01,2012-03-01,2011,fail,1,0,0
Android|Apps|Mobile|Mobile Games,30040690.0,operating,USA,Campbell,5,2011-05-17,2014-07-23,2011,operating,0,1,0
Education,2606855.0,operating,CHN,Shanghai,2,2013-04-01,2013-07-01,2012,operating,0,1,0
Anything Capital Intensive|Investment Management|Venture Capital,22000.0,operating,USA,Sarasota,1,2014-02-11,2014-02-11,2012,operating,0,1,0
Collaboration|Enterprise 2.0|Messaging|Project Management,,operating,USA,Palo Alto,1,2011-11-01,2011-11-01,2011,operating,0,1,0
Curated Web,350000.0,operating,USA,Pleasanton,1,2009-04-01,2009-04-01,1999,operating,0,1,0
Biotechnology,6513865.0,operating,USA,Cumberland,1,2013-07-01,2013-07-01,2005,operating,0,1,0
Mobile|Social Media,,operating,USA,San Francisco,1,2013-05-01,2013-05-01,2012,operating,0,1,0
Consulting,,operating,DEU,Leipzig,1,2009-09-28,2009-09-28,2008,operating,0,1,0
Apps|Charity|Enterprise Software|Mobile,1025559.0,operating,AUS,Armadale,1,2013-06-01,2013-06-01,2013,operating,0,1,0
Consulting,,operating,USA,Ottawa,1,2012-08-21,2012-08-21,2007,operating,0,1,0
Hardware + Software,7499994.0,closed,USA,San Jose,2,2009-06-29,2010-07-12,2007,fail,1,0,0
Colleges|Sports,2000000.0,operating,USA,Portland,1,2014-07-05,2014-07-05,2014,operating,0,1,0
Crowdsourcing|Real Time|Services,150000.0,operating,USA,Portland,1,2012-10-04,2012-10-04,2012,operating,0,1,0
Social Media,124000000.0,operating,CHN,Beijing,3,2008-08-01,2011-10-01,2008,operating,0,1,0
Curated Web|Entertainment|Gift Card|Private Social Networking|Social Commerce|Social Network Media,7850000.0,acquired,FRA,Paris,3,2010-02-01,2012-03-01,2009,success,0,0,1
Journalism|News|Social Media,342798.0,operating,USA,Albuquerque,2,2013-04-01,2014-07-28,2013,operating,0,1,0
Eyewear|Manufacturing|Medical Devices,2642473.35506034,operating,NLD,Maastricht,1,2007-02-28,2007-02-28,2012,operating,0,1,0
Security,16294493.7894764,acquired,CAN,Kanata,2,2005-04-07,2005-12-14,2012,success,0,0,1
Financial Services,8000000.0,operating,USA,New York,1,2015-05-11,2015-05-11,2014,operating,0,1,0
Distribution|Manufacturing|Services,17000.0,operating,USA,San Francisco,1,2014-09-01,2014-09-01,2007,operating,0,1,0
Consumer Goods|E-Commerce|Services,,closed,USA,San Francisco,1,2015-07-02,2015-07-02,2014,fail,1,0,0
Fashion,,closed,FRA,Paris,1,2015-07-10,2015-07-10,2012,fail,1,0,0
Clean Technology,41500000.0,operating,USA,Santa Rosa,1,2008-04-18,2008-04-18,2012,operating,0,1,0
E-Commerce,787401.0,operating,SGP,Singapore,2,2011-01-01,2014-02-09,2012,operating,0,1,0
Biotechnology|Environmental Innovation|Oil|Waste Management,515223.0,operating,CAN,Halifax,2,2012-09-01,2015-02-09,2012,operating,0,1,0
Public Relations,11600000.0,acquired,GBR,Ipswich,1,2004-05-27,2004-05-27,2012,success,0,0,1
Biotechnology|Health Diagnostics,5480000.0,operating,USA,Rockville,7,2011-05-22,2015-06-29,2006,operating,0,1,0
Clean Technology,18500000.0,acquired,USA,Cambridge,4,2009-11-23,2013-07-10,2008,success,0,0,1
Software,13360000.0,closed,FRA,Jouy-en-josas,2,2005-11-07,2008-09-08,2012,fail,1,0,0
Curated Web,97950.0,closed,USA,Antioch,1,2010-03-04,2010-03-04,2012,fail,1,0,0
Android|Software|Technology,500000.0,operating,ISR,Ra'anana,1,2014-01-27,2014-01-27,2013,operating,0,1,0
Software,28000000.0,operating,USA,San Francisco,1,2007-04-11,2007-04-11,2012,operating,0,1,0
Software,589000.0,operating,SGP,Singapore,1,2014-04-16,2014-04-16,2012,operating,0,1,0
Diagnostics|Health Care|Medical,250000.0,operating,USA,Portland,1,2015-02-02,2015-02-02,2012,operating,0,1,0
Gps|Internet of Things|M2M|Smart Grid|Telecommunications,1000000.0,operating,USA,Santa Clara,1,2009-04-30,2009-04-30,1992,operating,0,1,0
Mobile,,operating,USA,Austin,1,2008-03-31,2008-03-31,2007,operating,0,1,0
Advertising,140500000.0,operating,CHN,Beijing,4,2000-01-01,2012-03-01,2012,operating,0,1,0
Industrial,1000000.0,operating,USA,Ann Arbor,1,2015-03-21,2015-03-21,2012,operating,0,1,0
Technology,500000.0,operating,MYS,Selangor,1,2015-09-18,2015-09-18,2012,operating,0,1,0
Pharmaceuticals,100000.0,closed,USA,New Haven,1,2014-05-05,2014-05-05,2011,fail,1,0,0
Entertainment|Games|Social Media|Social Network Media|Utilities,200000.0,operating,USA,New York,1,2010-01-01,2010-01-01,2010,operating,0,1,0
Android|Consumer Electronics|iOS|Mobile|Social Media,900000.0,operating,USA,Eden Prairie,1,2014-09-18,2014-09-18,2012,operating,0,1,0
Consumer Electronics|Gps|Wearables,480000.0,operating,USA,New York,2,2015-02-20,2015-02-20,2014,operating,0,1,0
Security,18500000.0,operating,USA,San Francisco,3,2005-02-15,2008-05-27,2004,operating,0,1,0
Biotechnology|Health Diagnostics,4576452.80863892,operating,GBR,London,2,2014-03-17,2015-07-27,2013,operating,0,1,0
Application Platforms|Apps|Cloud Computing|Developer APIs|Enterprise Software|Internet|Mobile|Video,13000000.0,operating,USA,San Francisco,3,2011-06-01,2015-10-09,2007,operating,0,1,0
Health Care|Health Care Information Technology|Software,436818.0,operating,USA,Middleton,3,2014-03-04,2015-08-13,2014,operating,0,1,0
Employer Benefits Programs|Enterprise Software|Human Resources|Startups,77800000.0,operating,USA,New York,7,2011-12-31,2015-06-18,2012,operating,0,1,0
Consulting|Gambling|Sports,14168.0,operating,MDA,Chisinau,1,2009-08-01,2009-08-01,2009,operating,0,1,0
Semiconductors,108000000.0,operating,USA,Santa Clara,2,2007-08-01,2011-03-28,2003,operating,0,1,0
Mobile,3650000.0,closed,USA,Palo Alto,1,2014-01-01,2014-01-01,2013,fail,1,0,0
Games,346000.0,operating,USA,Medford,1,2011-04-12,2011-04-12,2012,operating,0,1,0
Legal,45000.0,operating,USA,Richmond,1,2013-11-14,2013-11-14,2011,operating,0,1,0
Curated Web|Email,9000000.0,acquired,USA,Portland,1,1999-05-18,1999-05-18,1997,success,0,0,1
Biotechnology|Health Diagnostics,1000000.0,closed,ISR,Lod,1,2005-01-01,2005-01-01,2012,fail,1,0,0
Health and Wellness,50000000.0,operating,USA,Atlanta,1,2014-09-29,2014-09-29,1892,operating,0,1,0
Semiconductors,16648351.0,ipo,USA,Irvine,2,2013-07-18,2013-08-02,2000,success,0,0,1
Business Services|Social Media|Social Network Media,28400000.0,acquired,USA,Foster City,3,2004-02-12,2006-03-01,2002,success,0,0,1
Finance,16249.0,operating,ISR,Herzliyya,1,2015-07-19,2015-07-19,2012,operating,0,1,0
Music,1641409.0,operating,USA,New York,3,2012-10-04,2014-02-11,2010,operating,0,1,0
Semiconductors,11995718.0,operating,USA,San Francisco,2,2013-10-15,2015-05-12,2013,operating,0,1,0
Electronics|Social Media,40016.0,operating,IND,Alappuzha,2,2013-01-10,2014-05-12,2012,operating,0,1,0
E-Commerce|Mobile|Social Media|Software,1300000.0,operating,USA,San Francisco,1,2014-10-10,2014-10-10,2013,operating,0,1,0
Software,,ipo,USA,San Francisco,1,2006-01-01,2006-01-01,2012,success,0,0,1
Analytics|Curated Web|Online Travel|Reviews and Recommendations|Travel,300000.0,operating,GBR,Summertown,1,2015-07-23,2015-07-23,2012,operating,0,1,0
Apps,1500000.0,operating,USA,San Francisco,1,2015-06-25,2015-06-25,2015,operating,0,1,0
Health and Wellness,15000000.0,operating,ISR,Jerusalem,1,2014-03-27,2014-03-27,2010,operating,0,1,0
Gift Exchange|Gift Registries|Mobile,250000.0,closed,USA,San Francisco,1,2015-05-01,2015-05-01,2014,fail,1,0,0
Biotechnology|Health Diagnostics|Medical,2121849.0,operating,USA,Irvine,3,2012-03-05,2013-10-20,2010,operating,0,1,0
IT Management|Software|Software Compliance,2000000.0,operating,USA,San Francisco,1,2015-06-01,2015-06-01,2015,operating,0,1,0
Hardware + Software,8975002.0,operating,USA,Boston,2,2010-06-14,2014-03-31,2008,operating,0,1,0
Medical|Medical Devices,950000.0,operating,USA,Baltimore,3,2015-07-25,2015-08-27,2012,operating,0,1,0
Mobile,1000000.0,operating,USA,Boston,1,2014-12-11,2014-12-11,2014,operating,0,1,0
Consulting,5258400.0,operating,DEU,Munich,4,2008-07-28,2013-04-08,2007,operating,0,1,0
Biotechnology|Medical,11610972.0,operating,NLD,Amsterdam,3,2012-01-01,2014-11-06,2013,operating,0,1,0
Software,1500000.0,operating,CAN,Montréal,1,2005-07-07,2005-07-07,2003,operating,0,1,0
Messaging|Video Chat,50000.0,closed,USA,Milwaukee,1,2011-01-01,2011-01-01,2010,fail,1,0,0
Services,2500000.0,operating,USA,Seattle,1,2015-10-26,2015-10-26,2012,operating,0,1,0
E-Commerce,10000000.0,operating,USA,San Francisco,2,2013-03-01,2013-10-01,2012,operating,0,1,0
Restaurants,10000000.0,operating,USA,Boston,2,2007-07-09,2011-01-13,1997,operating,0,1,0
Enterprise Software,6500000.0,acquired,USA,Austin,1,2006-03-06,2006-03-06,1991,success,0,0,1
Advertising,390000.0,closed,USA,Palo Alto,1,2011-06-08,2011-06-08,2009,fail,1,0,0
Software,10000000.0,operating,CHN,Beijing,1,2012-09-01,2012-09-01,2012,operating,0,1,0
Consulting,,operating,USA,Fayetteville,1,2009-03-04,2009-03-04,2003,operating,0,1,0
Legal|Outsourcing|Services,230337.0,operating,COL,Bogotá,4,2013-08-01,2015-04-01,2013,operating,0,1,0
Software,,closed,USA,San Francisco,1,2015-03-01,2015-03-01,1990,fail,1,0,0
Curated Web|Messaging,100000.0,closed,USA,Santa Monica,1,2008-10-01,2008-10-01,2008,fail,1,0,0
Automotive,2300000.0,operating,USA,Los Angeles,3,2013-04-24,2014-10-03,2012,operating,0,1,0
Advertising,10000000.0,acquired,USA,Pasadena,1,2005-06-12,2005-06-12,2001,success,0,0,1
Consumer Electronics|Hardware + Software|Security,1725000.0,operating,USA,Cambridge,3,2013-12-27,2014-12-02,2013,operating,0,1,0
Banking,60000000.0,operating,USA,Sausalito,1,2015-07-20,2015-07-20,2009,operating,0,1,0
Consumer Goods,63345.0,operating,CHE,Massagno,1,2014-10-13,2014-10-13,2012,operating,0,1,0
Games,40821.0,operating,USA,Columbus,1,2015-10-20,2015-10-20,2005,operating,0,1,0
Market Research,,operating,SWE,Stockholm,1,2007-12-31,2007-12-31,2003,operating,0,1,0
Security|Software|Web Development,4704437.65166886,operating,IRL,Dublin,2,2010-09-20,2010-09-20,2012,operating,0,1,0
Automated Kiosk|Customer Service|Digital Signage|Information Technology|Retail|Video Chat,801156.0,operating,ITA,Milano,1,2015-04-10,2015-04-10,2012,operating,0,1,0
Peer-to-Peer|Travel,166396.0,operating,IND,Mumbai,1,2014-07-16,2014-07-16,2012,operating,0,1,0
Software,,closed,USA,San Francisco,1,2015-05-15,2015-05-15,2014,fail,1,0,0
Business Services|Life Sciences|Robotics,,operating,CHE,Genève,1,2014-08-05,2014-08-05,2011,operating,0,1,0
Manufacturing,1600000.0,operating,USA,San Francisco,1,2014-02-18,2014-02-18,2011,operating,0,1,0
Payments|Software,6483800.0,operating,USA,Durham,3,2010-07-30,2014-05-27,2008,operating,0,1,0
Advertising,100000.0,operating,RUS,Moscow,2,2009-05-01,2010-09-01,2009,operating,0,1,0
Apps|Intellectual Property|Mobile,3685000.0,ipo,USA,Las Vegas,2,2014-04-24,2014-06-23,2012,success,0,0,1
Email|Health and Wellness|Medical|Search|Web Tools,750000.0,operating,USA,New York,1,2012-05-24,2012-05-24,2012,operating,0,1,0
Software,,operating,NOR,Kristiansand,1,2015-11-09,2015-11-09,2012,operating,0,1,0
Content Discovery|Content Syndication|Media|Video|Video Streaming,3120000.0,operating,USA,San Francisco,3,2015-03-19,2015-08-03,2012,operating,0,1,0
Messaging,13000501.0,operating,USA,Minneapolis,2,2005-07-11,2009-08-14,1988,operating,0,1,0
Communications Infrastructure|Development Platforms|Systems,,acquired,USA,San Francisco,1,1998-04-15,1998-04-15,1995,success,0,0,1
Clean Technology|Software,,operating,USA,San Diego,1,2009-07-21,2009-07-21,2012,operating,0,1,0
Biotechnology,8000000.0,operating,USA,Waltham,1,2011-12-22,2011-12-22,2012,operating,0,1,0
Analytics|Big Data|Enterprise Software|Predictive Analytics,2000000.0,operating,ISL,Reykjavík,1,2015-12-03,2015-12-03,2013,operating,0,1,0
Electronics|Health Diagnostics,3000000.0,operating,CAN,Thunder Bay,1,2014-05-28,2014-05-28,2012,operating,0,1,0
All Students|Education|Universities,25000.0,operating,ARG,Buenos Aires,1,2013-08-01,2013-08-01,2013,operating,0,1,0
Biotechnology,343000.0,operating,USA,Madison,1,2010-07-09,2010-07-09,2005,operating,0,1,0
Cloud Data Services|Data Integration|Enterprise Software,33000000.0,operating,USA,Santa Clara,3,2012-12-13,2015-02-12,2010,operating,0,1,0
Brand Marketing|Consumers|Mobile|Mobile Games|Photography|Social Games,350000.0,operating,USA,West Hollywood,1,2012-12-23,2012-12-23,2011,operating,0,1,0
Tracking|Transportation,340000000.0,ipo,USA,Dallas,1,2015-06-05,2015-06-05,1933,success,0,0,1
Creative|E-Commerce|Online Shopping,80000.0,operating,JPN,Tokyo,1,2014-10-17,2014-10-17,2014,operating,0,1,0
Business Development|Loyalty Programs|Social Network Media,51578.0,operating,HKG,Hong Kong,1,2014-11-01,2014-11-01,2014,operating,0,1,0
Health and Wellness|Health Care|Medical|Travel,14348.0,operating,DEU,Berlin,1,2010-01-10,2010-01-10,2010,operating,0,1,0
Loyalty Programs|Mobile|Mobile Advertising|Sports|Sports Stadiums,45000.0,operating,USA,San Francisco,1,2014-10-01,2014-10-01,2014,operating,0,1,0
Software,800000.0,operating,USA,Nashville,1,2012-11-01,2012-11-01,2012,operating,0,1,0
Mobile,4560000.0,operating,USA,Santa Clara,1,2007-06-25,2007-06-25,2012,operating,0,1,0
Photography,43500000.0,operating,CHN,Beijing,3,2005-12-01,2007-03-07,2005,operating,0,1,0
Internet of Things|Location Based Services|Mobile|SaaS,118000.0,operating,USA,Austin,1,2015-03-23,2015-03-23,2013,operating,0,1,0
Analytics|Cloud Computing|E-Commerce|SaaS|Software,2000000.0,operating,USA,West Hollywood,1,2015-06-03,2015-06-03,2011,operating,0,1,0
